#loop	basepoint	objectives	function
10	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.3 0.5 0.5 0.5 	0.5 5.29805 	PatMove
11	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.25 0.5 0.5 0.5 	0.5 5.2824 	HJ_P_Move
12	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.2 0.5 0.5 0.5 	0.5 5.26675 	PatMove
13	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.15 0.5 0.5 0.5 	0.5 5.25109 	HJ_P_Move
14	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.1 0.5 0.5 0.5 	0.5 5.23543 	PatMove
15	0.5 0.5 0.5 0.5 0.5 0.5 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.1 0.5 0.5 0.5 	0.5 5.21978 	HJ_P_Move
16	0.5 0.5 0.5 0.5 0.5 0.5 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.1 0.5 0.5 0.5 	0.5 5.20412 	PatMove
17	0.5 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.1 0.5 0.5 0.5 	0.5 5.18846 	HJ_P_Move
18	0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.1 0.5 0.5 0.5 	0.5 5.1728 	PatMove
19	0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.1 0.5 0.5 0.45 	0.5 5.15714 	HJ_P_Move
20	0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.1 0.5 0.5 0.4 	0.5 5.14148 	PatMove
21	0.5 0.5 0.5 0.5 0.5 0.5 0.25 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.1 0.5 0.5 0.4 	0.5 5.12582 	HJ_P_Move
22	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.1 0.5 0.5 0.4 	0.5 5.11016 	PatMove
23	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.05 0.5 0.5 0.4 	0.5 5.09449 	HJ_P_Move
24	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.5 0.5 0.4 	0.5 5.07883 	PatMove
25	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.5 0.5 0.4 	0.5 5.06317 	HJ_P_Move
26	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.5 0.5 0.4 	0.5 5.0475 	PatMove
27	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.5 0.5 0.4 	0.5 5.03183 	HJ_P_Move
28	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.5 0.5 0.4 	0.5 5.01616 	PatMove
29	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.45 0.5 0.4 	0.5 5.0005 	HJ_P_Move
30	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.98483 	PatMove
31	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.25 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.96915 	HJ_P_Move
32	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.95348 	PatMove
33	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.15 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.93781 	HJ_P_Move
34	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.92214 	PatMove
35	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.05 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.90646 	HJ_P_Move
36	0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.89079 	PatMove
37	0.5 0.5 0.5 0.5 0.5 0.45 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.87511 	HJ_P_Move
38	0.5 0.5 0.5 0.5 0.5 0.4 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.85943 	PatMove
39	0.5 0.5 0.5 0.5 0.5 0.35 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.84375 	HJ_P_Move
40	0.5 0.5 0.5 0.5 0.5 0.3 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.82807 	PatMove
41	0.5 0.5 0.5 0.5 0.5 0.3 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.81239 	HJ_P_Move
42	0.5 0.5 0.5 0.5 0.5 0.3 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.79671 	PatMove
43	0.5 0.5 0.5 0.5 0.5 0.25 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.78103 	HJ_P_Move
44	0.5 0.5 0.5 0.5 0.5 0.2 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.76534 	PatMove
45	0.5 0.5 0.5 0.5 0.5 0.15 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.74966 	HJ_P_Move
46	0.5 0.5 0.5 0.5 0.5 0.1 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.73397 	PatMove
47	0.5 0.5 0.5 0.5 0.5 0.05 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.71829 	HJ_P_Move
48	0.5 0.5 0.5 0.5 0.5 0 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.7026 	PatMove
49	0.5 0.5 0.45 0.5 0.5 0 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.68691 	HJ_P_Move
50	0.5 0.5 0.4 0.5 0.5 0 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.67122 	PatMove
51	0.5 0.5 0.35 0.5 0.5 0 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.65553 	HJ_P_Move
52	0.5 0.5 0.3 0.5 0.5 0 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.63983 	PatMove
53	0.5 0.5 0.3 0.5 0.5 0 0.15 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.62414 	HJ_P_Move
54	0.5 0.5 0.3 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.60844 	PatMove
55	0.5 0.5 0.25 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.59275 	HJ_P_Move
56	0.5 0.5 0.2 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.57705 	PatMove
57	0.5 0.5 0.15 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.56135 	HJ_P_Move
58	0.5 0.5 0.1 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.54565 	PatMove
59	0.5 0.5 0.05 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.52995 	HJ_P_Move
60	0.5 0.5 0 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.51425 	PatMove
61	0.5 0.5 0 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.49854 	HJ_P_Move
62	0.5 0.5 0 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.48284 	PatMove
63	0.5 0.5 0 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.35 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.46713 	HJ_P_Move
64	0.5 0.5 0 0.5 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.45143 	PatMove
65	0.5 0.5 0 0.45 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.43572 	HJ_P_Move
66	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.42001 	PatMove
67	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.25 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.4043 	HJ_P_Move
68	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.38858 	PatMove
69	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.15 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.37287 	HJ_P_Move
70	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.35715 	PatMove
71	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0.05 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.34144 	HJ_P_Move
72	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.32572 	PatMove
73	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.5 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.31 	HJ_P_Move
74	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.5 0.4 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.29428 	PatMove
75	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.5 0.35 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.27855 	HJ_P_Move
76	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.5 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.26283 	PatMove
77	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.45 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.2471 	HJ_P_Move
78	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.4 0.3 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.23138 	PatMove
79	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.4 0.25 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.21565 	HJ_P_Move
80	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.4 0.2 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.19992 	PatMove
81	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.4 0.15 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.18418 	HJ_P_Move
82	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.4 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.16845 	PatMove
83	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.4 0.05 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.15272 	HJ_P_Move
84	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.5 0.5 0.5 0 0.4 0 0.4 0 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.13698 	PatMove
85	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.45 0.5 0.5 0 0.4 0 0.4 0 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.12124 	HJ_P_Move
86	0.5 0.5 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.1055 	PatMove
87	0.5 0.45 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.08976 	HJ_P_Move
88	0.5 0.4 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.07402 	PatMove
89	0.5 0.35 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.05827 	HJ_P_Move
90	0.5 0.3 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.04252 	PatMove
91	0.5 0.3 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.45 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.02678 	HJ_P_Move
92	0.5 0.3 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 4.01103 	PatMove
93	0.5 0.25 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.99527 	HJ_P_Move
94	0.5 0.2 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.97952 	PatMove
95	0.5 0.15 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.96376 	HJ_P_Move
96	0.5 0.1 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.94801 	PatMove
97	0.5 0.05 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.93225 	HJ_P_Move
98	0.5 0 0 0.4 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.91649 	PatMove
99	0.5 0 0 0.35 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.90072 	HJ_P_Move
100	0.5 0 0 0.3 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.88496 	PatMove
101	0.5 0 0 0.25 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.86919 	HJ_P_Move
102	0.5 0 0 0.2 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.85342 	PatMove
103	0.5 0 0 0.15 0.5 0 0.1 0.5 0.5 0.5 0.4 0.5 0.5 0 0.4 0 0.4 0 0.4 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0 0.4 0.5 0.4 	0.5 3.83765 	HJ_P_Move
