#loop	basepoint	objectives	function
0	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.45455 	initial
15	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.55 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
16	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.6 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
17	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.65 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
18	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.7 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
19	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.75 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
20	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.8 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
21	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.85 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
22	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.9 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
23	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.95 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
24	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	IntMove
25	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.55 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
26	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.55 0.5 0.55 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
27	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.45 0.5 0.5 0.5 0.5 0.55 0.5 0.55 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
28	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4 0.5 0.5 0.5 0.5 0.55 0.5 0.55 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.42325 	HJ_P_Move
29	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.5 0.5 0.5 0.55 0.5 0.55 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.40761 	PatMove
30	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.5 0.5 0.5 0.55 0.5 0.5 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
31	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.5 0.5 0.5 0.55 0.5 0.45 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.37631 	PatMove
32	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.5 0.5 0.5 0.55 0.5 0.4 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
33	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.5 0.5 0.5 0.55 0.5 0.35 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.34501 	PatMove
34	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.5 0.5 0.5 0.55 0.5 0.3 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
35	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.5 0.5 0.5 0.55 0.5 0.25 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.31371 	PatMove
36	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.3 0.5 0.5 0.5 0.5 0.55 0.5 0.25 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
37	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.25 0.5 0.5 0.5 0.5 0.55 0.5 0.25 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.2824 	PatMove
38	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.5 0.5 0.5 0.55 0.5 0.25 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
39	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.15 0.5 0.5 0.5 0.5 0.55 0.5 0.25 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.25109 	PatMove
40	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.1 0.5 0.5 0.5 0.5 0.55 0.5 0.25 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
41	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.05 0.5 0.5 0.5 0.5 0.55 0.5 0.25 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.21978 	PatMove
42	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.05 0.5 0.5 0.5 0.5 0.55 0.5 0.2 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
43	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.05 0.5 0.5 0.5 0.5 0.55 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.18846 	PatMove
44	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.55 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
45	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.55 0.55 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
46	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.6 0.55 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
47	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.65 0.55 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
48	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.7 0.55 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
49	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.75 0.55 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
50	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.8 0.55 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
51	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.85 0.55 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
52	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.9 0.55 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
53	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.95 0.55 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
54	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.05 0.5 0.5 0.5 0.5 0.55 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.18846 	IntMove
55	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.05 0.5 0.5 0.5 0.5 0.6 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
56	0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.6 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
57	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.6 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
58	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.65 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
59	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.7 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
60	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.75 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
61	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.8 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
62	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.8 0.5 0.15 0.4 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
63	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.8 0.5 0.15 0.4 0.55 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
64	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.5 0.5 0.8 0.5 0.15 0.4 0.55 0.6 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
65	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.45 0.5 0.7 0.5 0.15 0.4 0.55 0.45 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	IntMove
66	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.45 0.5 0.7 0.5 0.15 0.4 0.55 0.45 0.55 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
67	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.45 0.5 0.7 0.5 0.15 0.4 0.55 0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
68	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.45 0.5 0.7 0.5 0.15 0.4 0.55 0.55 0.55 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
69	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.45 0.5 0.7 0.5 0.15 0.4 0.55 0.6 0.55 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
70	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0 0.5 0.5 0.45 0.5 0.7 0.5 0.2 0.4 0.55 0.6 0.55 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
71	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.45 0.5 0 0.5 0.5 0.45 0.5 0.7 0.5 0.2 0.4 0.55 0.6 0.55 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
72	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.45 0.5 0 0.5 0.5 0.45 0.5 0.7 0.5 0.2 0.45 0.55 0.6 0.55 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
73	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.45 0.5 0 0.5 0.5 0.45 0.5 0.7 0.5 0.25 0.45 0.55 0.6 0.55 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
74	0.5 0.55 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.45 0.5 0 0.5 0.5 0.45 0.45 0.7 0.5 0.25 0.45 0.55 0.6 0.55 0.5 0.5 0.5 0.5 0.5 0.5 	33333 33333 	HJ_P_Move
75	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.0551302 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.844175 0.192569 0.0616007 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.41234 	DivMove
76	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.0551302 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.844175 0.192569 0.111601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
77	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.0551302 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.844175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.44366 	PatMove
78	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.10513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.844175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
79	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.10513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.794175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
80	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.10513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.744175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.428 	PatMove
81	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.15513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.744175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
82	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.20513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.744175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.45932 	HJ_P_Move
83	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.25513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.744175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.47498 	HJ_P_Move
84	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.744175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.49063 	HJ_P_Move
85	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.15475 0.694175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
86	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.10475 0.694175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
87	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.05475 0.694175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
88	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.694175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.428 	PatMove
89	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.644175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
90	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.594175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.39668 	PatMove
91	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.544175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
92	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.494175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	0.235651 2.36534 	PatMove
93	0.235651 0.0871076 0.0841354 0.20488 0.243518 0.30513 0.0421925 0.144184 0.0589038 0.0198227 0.0704942 0.00474995 0.444175 0.192569 0.161601 0.186928 0.172932 0.201682 0.19248 0.28435 0.170407 0.181174 0.128193 0.130566 0.0304497 0.154987 0.0331708 0.125844 0.15382 0.21391 	33333 33333 	HJ_P_Move
