#loop	basepoint	objectives	function
15	0.5 0.5 0.5 0.5 0.44 0.29 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.31371 	HJ_P_Move
16	0.5 0.5 0.5 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.30431 	PatMove
17	0.5 0.5 0.5 0.5 0.44 0.23 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.29492 	HJ_P_Move
18	0.5 0.5 0.5 0.5 0.44 0.2 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.28553 	PatMove
19	0.5 0.5 0.5 0.5 0.44 0.17 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.27614 	HJ_P_Move
20	0.5 0.5 0.5 0.5 0.44 0.14 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.26675 	PatMove
21	0.5 0.5 0.5 0.5 0.44 0.11 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.25735 	HJ_P_Move
22	0.5 0.5 0.5 0.5 0.44 0.08 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.24796 	PatMove
23	0.5 0.5 0.47 0.5 0.44 0.08 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.23857 	HJ_P_Move
24	0.5 0.5 0.44 0.5 0.44 0.08 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.22917 	PatMove
25	0.5 0.5 0.44 0.5 0.44 0.05 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.21978 	HJ_P_Move
26	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 	0.5 5.21038 	PatMove
27	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.47 	0.5 5.20099 	HJ_P_Move
28	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.44 	0.5 5.19159 	PatMove
29	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.41 	0.5 5.1822 	HJ_P_Move
30	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.38 	0.5 5.1728 	PatMove
31	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.35 	0.5 5.16341 	HJ_P_Move
32	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.32 	0.5 5.15401 	PatMove
33	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.29 	0.5 5.14461 	HJ_P_Move
34	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.26 	0.5 5.13522 	PatMove
35	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.23 	0.5 5.12582 	HJ_P_Move
36	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.2 	0.5 5.11642 	PatMove
37	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.17 	0.5 5.10703 	HJ_P_Move
38	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.14 	0.5 5.09763 	PatMove
39	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.11 	0.5 5.08823 	HJ_P_Move
40	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.5 5.07883 	PatMove
41	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.47 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.5 5.06943 	HJ_P_Move
42	0.5 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.5 5.06003 	PatMove
43	0.47 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.47 5.06573 	HJ_P_Move
44	0.44 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.44 5.07107 	PatMove
45	0.41 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.41 5.07606 	HJ_P_Move
46	0.38 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.38 5.0807 	PatMove
47	0.35 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.35 5.08499 	HJ_P_Move
48	0.32 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.32 5.08892 	PatMove
49	0.29 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.29 5.0925 	HJ_P_Move
50	0.26 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.26 5.09573 	PatMove
51	0.23 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.23 5.09861 	HJ_P_Move
52	0.2 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.2 5.10114 	PatMove
53	0.17 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.17 5.10331 	HJ_P_Move
54	0.14 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.14 5.10513 	PatMove
55	0.11 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.11 5.1066 	HJ_P_Move
56	0.08 0.5 0.44 0.5 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.10771 	PatMove
57	0.08 0.5 0.44 0.47 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.0984 	HJ_P_Move
58	0.08 0.5 0.44 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.08909 	PatMove
59	0.08 0.5 0.44 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.47 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.07977 	HJ_P_Move
60	0.08 0.5 0.44 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.44 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.07046 	PatMove
61	0.08 0.5 0.44 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.41 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.06115 	HJ_P_Move
62	0.08 0.5 0.44 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.05184 	PatMove
63	0.08 0.5 0.44 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.47 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.04252 	HJ_P_Move
64	0.08 0.5 0.44 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.44 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.03321 	PatMove
65	0.08 0.5 0.44 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.41 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.0239 	HJ_P_Move
66	0.08 0.5 0.44 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.01459 	PatMove
67	0.08 0.5 0.41 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 5.00527 	HJ_P_Move
68	0.08 0.5 0.38 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.99596 	PatMove
69	0.08 0.5 0.35 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.98665 	HJ_P_Move
70	0.08 0.5 0.32 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.97734 	PatMove
71	0.08 0.5 0.29 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.96802 	HJ_P_Move
72	0.08 0.5 0.26 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.95871 	PatMove
73	0.08 0.5 0.23 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.9494 	HJ_P_Move
74	0.08 0.5 0.2 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.94008 	PatMove
75	0.08 0.5 0.17 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.93077 	HJ_P_Move
76	0.08 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.5 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.92146 	PatMove
77	0.08 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.47 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.91215 	HJ_P_Move
78	0.08 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.44 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.90283 	PatMove
79	0.08 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.41 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.89352 	HJ_P_Move
80	0.08 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.38 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.88421 	PatMove
81	0.08 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.35 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.87489 	HJ_P_Move
82	0.08 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.08 4.86558 	PatMove
83	0.05 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.05 4.86638 	HJ_P_Move
84	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.38 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.86681 	PatMove
85	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.35 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.8575 	HJ_P_Move
86	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.32 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.84819 	PatMove
87	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.29 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.83888 	HJ_P_Move
88	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.44 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.82957 	PatMove
89	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.41 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.82026 	HJ_P_Move
90	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.38 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.81095 	PatMove
91	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.35 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.80164 	HJ_P_Move
92	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.32 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.79233 	PatMove
93	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.29 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.78302 	HJ_P_Move
94	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.26 0.5 0.38 0.5 0.38 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.77371 	PatMove
95	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.26 0.5 0.38 0.5 0.35 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.7644 	HJ_P_Move
96	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.26 0.5 0.38 0.5 0.32 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.75509 	PatMove
97	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.23 0.5 0.38 0.5 0.32 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.74578 	HJ_P_Move
98	0.02 0.5 0.14 0.44 0.44 0.02 0.5 0.5 0.5 0.5 0.5 0.2 0.5 0.38 0.5 0.32 0.5 0.5 0.5 0.32 0.5 0.44 0.26 0.5 0.5 0.5 0.5 0.5 0.5 0.08 	0.02 4.73647 	PatMove
